m,TagName,
"2025-01-01 00:00:00","c","320"
"2025-01-01 00:00:00","c#","1105"
"2025-01-01 00:00:00","c++","682"
"2025-01-01 00:00:00","delphi","56"
"2025-01-01 00:00:00","go","132"
"2025-01-01 00:00:00","java","1127"
"2025-01-01 00:00:00","javascript","1385"
"2025-01-01 00:00:00","perl","25"
"2025-01-01 00:00:00","php","502"
"2025-01-01 00:00:00","python","2615"
"2025-01-01 00:00:00","r","515"
"2025-01-01 00:00:00","ruby","50"
"2025-01-01 00:00:00","swift","335"
"2025-02-01 00:00:00","assembly","60"
"2025-02-01 00:00:00","c","271"
"2025-02-01 00:00:00","c#","969"
"2025-02-01 00:00:00","c++","571"
"2025-02-01 00:00:00","delphi","58"
"2025-02-01 00:00:00","go","96"
"2025-02-01 00:00:00","java","903"
"2025-02-01 00:00:00","javascript","1119"
"2025-02-01 00:00:00","perl","15"
"2025-02-01 00:00:00","php","340"
"2025-02-01 00:00:00","python","2143"
"2025-02-01 00:00:00","r","495"
"2025-02-01 00:00:00","ruby","50"
"2025-02-01 00:00:00","swift","299"
"2025-03-01 00:00:00","assembly","59"
"2025-03-01 00:00:00","c","306"
"2025-03-01 00:00:00","c#","906"
"2025-03-01 00:00:00","c++","677"
"2025-03-01 00:00:00","delphi","53"
"2025-03-01 00:00:00","go","96"
"2025-03-01 00:00:00","java","875"
"2025-03-01 00:00:00","javascript","1097"
"2025-03-01 00:00:00","perl","16"
"2025-03-01 00:00:00","php","330"
"2025-03-01 00:00:00","python","2174"
"2025-03-01 00:00:00","r","481"
"2025-03-01 00:00:00","ruby","46"
"2025-03-01 00:00:00","swift","295"
"2025-04-01 00:00:00","assembly","49"
"2025-04-01 00:00:00","c","203"
"2025-04-01 00:00:00","c#","643"
"2025-04-01 00:00:00","c++","506"
"2025-04-01 00:00:00","delphi","37"
"2025-04-01 00:00:00","go","63"
"2025-04-01 00:00:00","java","769"
"2025-04-01 00:00:00","javascript","770"
"2025-04-01 00:00:00","perl","15"
"2025-04-01 00:00:00","php","248"
"2025-04-01 00:00:00","python","1689"
"2025-04-01 00:00:00","r","398"
"2025-04-01 00:00:00","ruby","31"
"2025-04-01 00:00:00","swift","212"
"2025-05-01 00:00:00","assembly","34"
"2025-05-01 00:00:00","c","201"
"2025-05-01 00:00:00","c#","533"
"2025-05-01 00:00:00","c++","449"
"2025-05-01 00:00:00","delphi","35"
"2025-05-01 00:00:00","go","53"
"2025-05-01 00:00:00","java","599"
"2025-05-01 00:00:00","javascript","622"
"2025-05-01 00:00:00","perl","16"
"2025-05-01 00:00:00","php","234"
"2025-05-01 00:00:00","python","1395"
"2025-05-01 00:00:00","r","284"
"2025-05-01 00:00:00","ruby","28"
"2025-05-01 00:00:00","swift","191"
"2025-06-01 00:00:00","assembly","37"
"2025-06-01 00:00:00","c","175"
"2025-06-01 00:00:00","c#","454"
"2025-06-01 00:00:00","c++","403"
"2025-06-01 00:00:00","delphi","33"
"2025-06-01 00:00:00","go","49"
"2025-06-01 00:00:00","java","419"
"2025-06-01 00:00:00","javascript","478"
"2025-06-01 00:00:00","perl","15"
"2025-06-01 00:00:00","php","170"
"2025-06-01 00:00:00","python","1047"
"2025-06-01 00:00:00","r","255"
"2025-06-01 00:00:00","ruby","26"
"2025-06-01 00:00:00","swift","144"
"2025-07-01 00:00:00","assembly","35"
"2025-07-01 00:00:00","c","148"
"2025-07-01 00:00:00","c#","416"
"2025-07-01 00:00:00","c++","348"
"2025-07-01 00:00:00","delphi","28"
"2025-07-01 00:00:00","go","17"
"2025-07-01 00:00:00","java","385"
"2025-07-01 00:00:00","javascript","441"
"2025-07-01 00:00:00","perl","15"
"2025-07-01 00:00:00","php","106"
"2025-07-01 00:00:00","python","972"
"2025-07-01 00:00:00","r","211"
"2025-07-01 00:00:00","ruby","13"
"2025-07-01 00:00:00","swift","154"
"2025-08-01 00:00:00","assembly","22"
"2025-08-01 00:00:00","c","120"
"2025-08-01 00:00:00","c#","324"
"2025-08-01 00:00:00","c++","298"
"2025-08-01 00:00:00","delphi","34"
"2025-08-01 00:00:00","go","40"
"2025-08-01 00:00:00","java","280"
"2025-08-01 00:00:00","javascript","295"
"2025-08-01 00:00:00","perl","5"
"2025-08-01 00:00:00","php","86"
"2025-08-01 00:00:00","python","722"
"2025-08-01 00:00:00","r","159"
"2025-08-01 00:00:00","ruby","17"
"2025-08-01 00:00:00","swift","92"
"2025-09-01 00:00:00","assembly","23"
"2025-09-01 00:00:00","c","125"
"2025-09-01 00:00:00","c#","290"
"2025-09-01 00:00:00","c++","254"
"2025-09-01 00:00:00","delphi","22"
"2025-09-01 00:00:00","go","36"
"2025-09-01 00:00:00","java","300"
"2025-09-01 00:00:00","javascript","299"
"2025-09-01 00:00:00","perl","9"
"2025-09-01 00:00:00","php","113"
"2025-09-01 00:00:00","python","693"
"2025-09-01 00:00:00","r","155"
"2025-09-01 00:00:00","ruby","13"
"2025-09-01 00:00:00","swift","123"
"2025-10-01 00:00:00","assembly","41"
"2025-10-01 00:00:00","c","121"
"2025-10-01 00:00:00","c#","286"
"2025-10-01 00:00:00","c++","233"
"2025-10-01 00:00:00","delphi","22"
"2025-10-01 00:00:00","go","32"
"2025-10-01 00:00:00","java","268"
"2025-10-01 00:00:00","javascript","270"
"2025-10-01 00:00:00","perl","7"
"2025-10-01 00:00:00","php","94"
"2025-10-01 00:00:00","python","650"
"2025-10-01 00:00:00","r","185"
"2025-10-01 00:00:00","ruby","10"
"2025-10-01 00:00:00","swift","133"
"2025-11-01 00:00:00","assembly","18"
"2025-11-01 00:00:00","c","108"
"2025-11-01 00:00:00","c#","266"
"2025-11-01 00:00:00","c++","228"
"2025-11-01 00:00:00","delphi","15"
"2025-11-01 00:00:00","go","32"
"2025-11-01 00:00:00","java","253"
"2025-11-01 00:00:00","javascript","236"
"2025-11-01 00:00:00","perl","2"
"2025-11-01 00:00:00","php","83"
"2025-11-01 00:00:00","python","582"
"2025-11-01 00:00:00","r","136"
"2025-11-01 00:00:00","ruby","10"
"2025-11-01 00:00:00","swift","116"
